RegionName,94109,90250,90046,94565,94501,94110,90034,90044,90650,90805,92683,95630,91910,90026,94558,93722,95608,94533,90066,92677,91709,95823,92804,92109,90019,91911,92345,94536,92503,92126,91730,90201,90280,92592,90004,92336,90706,92335,92021,93065,92101,91342,92627,90011,90025,90027,90731,91335,95123,94544,93550,94509,95747,93309,95687,94122,91710,93535,93536,93257,93727,93306,95758,95076,94538,93307,94541,90802,95035,92115,92104,90631,93274,92646,93230,94587,92647,92630,95051,92376,95355,92154,95014,95670,92105,94080,90640,92648,94513,94087,94112,95125,92122,90036,92117,92128,94806,92562,95648,94591,91331,93308,94568,90042,92020,92620,95112,94553,91801,92882,94015,92201,92399,94086,95350,92704,92024,92553,95008,92056,92071,95624,92130,92626,90006,92656,92563,93003,90024,90255,92509,91786,94115,92234,93312,92708,92057,92037,93277,92805,93063,92880,92103,94117,91402,91367,91977,95831,93720,92507,96003,93436,95207,90277,92801,94121,95020,91744,90049,92404,92780,91766,91706,92346,92260,95616,95060,91406,95828,90020,90803,90028,95610,90503,90813,95628,92324,94550,95206,94577,94102,94118,94546,95403,92223,92692,95621,92114,95678,92026,92129,91601,91762,93906,91770,90630,92078,91405,90003,90047,91343,90018,90016,94403,91942,90247,91702,93446,93291,92407,91304,90043,95822,92870,94114,94010,95124,94590,90022,92504,90037,90045,91761,93551,92111,92116,92027,93033,90278,90005,91344,92392,92211,92028,94605,94066,92691,95404,94539,95336,92545,92672,90660,91950,90057,92009,92886,91745,92688,90703,94928,94601,92064,95376,91765,94566,93010,95825,92544,93711,92833,92530,94521,92618,90275,93304,95037,91605,95826,95821,92040,92054,95127,90804,90745,95240,92506,94606,92660,94025,94107,95667,90029,90815,95476,93611,95136,94901,95062,93311,95926,95111,91016,93455,93534,90291,91320,91606,91764,95762,90065,92395,91423,92025,95050,94116,92557,92262,95928,94804,92127,95023,90262,92019,90069,90405,90501,90723,91732,95126,90740,92243,94578,92084,90241,90292,90638,94404,94044,94040,93726,90266,92307,90008,92840,94123,92069,91205,91360,94523,91604,92505,93030,91401,92649,91767,92705,93940,90403,92308,94551,92373,90505,92821,95991,90808,94103,95833,95691,95843,95129,94583,91387,94582,92058,92102,91913,95307,92584,93612,95973,91748,95128,90035,91306,92543,94954,90744,95757,91607,93313,96001,94061,90048,95695,94560,92591,92879,95380,92410,91362,91311,92374,94401,91701,94531,92707,90007,92107,92703,92570,95401,92264,93555,94131,95134,92240,91505,92867,90620,92612,93635,93012,91750,90068,94534,90032,94014,93292,94520,91206,95688,91107,93001,90807,92831,94561,94133,93905,95835,94043,92629,90063,95662,92065,95116,90806,92113,90001,92571,91104,90033,95209,94952,94526,94941,93036,90220,92806,95351,95901,95661,93458,95382,93245,90230,92270,95765,91789,91773,95301,90242,93619,91711,95407,95945,95820,92807,91355,96080,91754,91790,96002,95370,91001,95361,92203,95120,92651,90301,95409,94070,93705,92637,92108,92220,95969,91316,91941,90038,91326,94903,95966,90504,92131,94588,91780,93702,90064,95122,92701,92110,94602,93422,95340,95682,93638,93561,90604,90002,93955,95070,90039,95993,91350,91325,90012,91739,91776,91403,95204,91356,95210,95132,92120,92802,91352,94510,90031,92869,93637,93710,93021,92008,95337,94306,92675,92123,94134,95842,92311,95660,95356,90221,91007,93454,95838,90017,95148,93657,94002,95118,90023,94607,94530,95816,91722,94549,92586,92843,95603,92124,92083,92663,93704,91106,95472,95205,90274,91321,94598,93305,94559,94597,94132,90302,93215,95348,90621,90601,95032,91791,92595,93035,94555,95219,90260,93706,92555,95117,94596,91763,93004,92081,91030,91006,90712,91101,95677,95492,90605,91214,91354,95003,92782,90404,95834,92139,95818,94402,91803,92673,94609,94063,94545,92653,92284,94062,93552,91364,92679,94585,90254,94124,90041,93703,94518,95632,95618,91351,91733,94595,90059,94603,93901,95824,92236,95242,92602,92231,91042,90810,92277,95501,92706,94619,92583,91602,96007,92614,92508,92604,95864,92883,95503,95405,94589,93933,90272,92011,93654,91303,94801,92301,92119,93060,90713,91324,91504,95829,90680,95121,90062,91302,92337,94621,91932,94612,95131,95358,92694,91740,94947,94803,92394,91301,93405,92354,90814,90249,91792,90210,90710,93662,95341,95354,91784,92841,94580,90717,91741,95815,91411,91752,94030,95841,92118,95959,94704,92835,92405,93314,91202,94703,90720,92881,91945,91755,95961,95521,94547,95377,95827,90606,91103,90732,93950,94085,90265,91724,90015,95054,91915,93618,91501,94506,91201,94706,91361,95776,94024,91307,95819,95949,93444,91775,93560,92832,93041,95448,95363,92551,91737,90602,92606,94089,95133,92868,95965,90746,93023,91768,96150,90240,91010,92106,95746,91340,95519,94301,92860,92316,91731,91506,94127,92603,95367,90245,90061,91040,92596,95620,94564,94108,92173,94022,92808,94563,95212,90222,90303,90232,95135,92411,93907,95422,94949,95602,91723,94579,92501,92029,92082,92887,92625,91011,91384,94519,90603,92532,94041,95215,92014,92585,94945,90293,96022,95817,91746,92377,92865,93725,96130,90212,92844,90270,95110,95366,93280,96021,95330,90305,90304,92251,92075,94105,91390,94019,91105,94705,96161,90715,93514,91208,94503,93402,95963,93728,95540,91901,90502,93630,94960,91204,92344,90013,92225,93610,92010,94920,91203,93631,92587,91902,92866,94965,94507,95138,93927,94505,94556,95954,93268,91436,94709,93923,95814,95010,95066,93263,92845,95338,95451,95252,93442,95203,95453,93301,93247,94805,93221,95673,90402,95030,93433,94707,94904,95605,90670,91502,93960,95650,93930,91377,95357,93203,94502,90623,95946,91345,92314,92007,94065,93015,94517,93614,94552,94542,95130,91914,93210,91024,94571,93505,93644,94708,95425,95073,93908,93212,92617,95320,92582,95368,90014,95391,90701,92252,92241,95334,95811,92313,94305,93730,91108,93465,92067,90755,94158,92325,95948,95726,93648,94931,93543,93546,93241,91207,90056,96019,95360,95388,93640,92408,93636,92210,93428,90211,95304,92610,92315,95326,92320,90077,95018,95742,92276,94925,95642,90716,95315,95640,95386,90248,95988,94930,92254,94515,93250,95713,93924,90094,91708,93701,94939,95953,92624,95694,95322,92371,91935,95446,95932,91978,90040,93620,96094,91020,95327,95436,94572,92359,93622,95971,93240,93921,93286,95012,93723,93510,95065,93647,92567,95832,95119,95019,92356,95324,93223,95658,90290,95683,95666,93953,93926,92655,95631,95693,92363,93646,92342,92250,93625,93022,95619,96145,92661,95316,94028,93445,95383,93204,96088,94027,95685,93219,94111,95247,92003,95046,95258,92397,95228,93225,95467,93501,95709,92382,95623,95665,95223,93430,92549,94005,95626,95139,95236,95722,93234,95321,95423,93434,93721,92004,93265,96137,96073,92539,96013,92249,95692,96122,92372,93267,93591,95249,92861,93656,94951,95457,95987,90067,95222,93609,93270,93650,95379,92256,95672,95938,95442,95912,92352,92121,94599,95614,92036,96020,96055,94525,95461,96143,95045,95237,92590,93256,93615,92536,93451,93602,95634,93737,95458,95365,95655,93675,95004,92823,95562,93453,90010,93285,93235,91906,93202,90704,93271,95627,95536,93066,95982,96114,95485,95916,95663,96035,94038,93527,92285,95372,95917,92386,95328,94037,94511,93660,95464,93242,95329,92061,95311,96103,93532,95690,93272,95441,93222,94957,95918,95255,93238,92230,95452,95947,92242,93516,93667,92365,93601,93545,95333,94923,95245,95426,91962,95975,93626,95638,95389,93553,91916,96134,96146,93651,95703,93513,93426,92561,92391,92676,95977,95589,95421,92091,95462,93562,96140,95346,95689,95942,94973,92398,92321,93604,96142,93544,96107,96141,92339,95629,93664,95636,94970,95306,92333,91008,92358,93529,92268,96148,95497,93517,95728,92305,92347,95335,92322,92341
2010,1576,1082,1621.5,1534,2522.5,1426,1783.5,1642,1685.5,0,1599,2007.5,2104,0,0,889.5,1316,1868.5,0,2726.5,731.5,2123,1209.5,1209.5,1855,1343.5,999,1545.5,1184.5,1666,1671,1596,1438.5,0,1942,1488,1264,1804.5,863,1015,1832,0,1237.5,0,1833,0,1448.5,0,1677.5,1660.5,1777,1088.5,1452,1239,827.5,1393,1199.5,1844.5,1204,1688,1339.5,1407.5,1590,0,853,974.5,997.5,0,1228.5,1046.5,1667.5,1452.5,0,1281.5,1101,854.5,1191.5,2360,1917,0,1116.5,1978,1269,1622.5,1196.5,904.5,1101.5,990,2917.5,1194,0,942.5,1030,1101.5,1350,1285,1827,2108.5,1297.5,1418.5,1831.5,897,1911.5,1242.5,899,2046.5,1842.5,925,1184,1112.5,1546,1453,1301,1017,1484,0,910.5,1211.5,1890.5,1891,930.5,974.5,1276.5,1173,0,935,1295.5,997,998.5,1230,0,1295,995.5,1192.5,881.5,1405.5,801.5,812,891,0,1575,1150.5,0,1277.5,2496,1084,0,1039,1229,1192.5,1267.5,1298,913.5,976,3935.5,2164,1141.5,6045.5,1366.5,2313.5,1025.5,1206,1488.5,1460,1561,1191.5,2098.5,2123.5,1026.5,1768.5,993.5,1399,1287.5,1242.5,1213.5,1292,1133.5,1120.5,854,839,4047.5,755,1225,1119.5,1884.5,1357,1485,1421,1165.5,2417.5,2185,1625,1301,1975.5,2550,1107,1369.5,1884.5,2225,1216.5,1224.5,1312.5,1095.5,1096,1948.5,1775,1251.5,0,1051.5,1065.5,1227,1281,1857,3777.5,1205.5,806,1175,1247,1308.5,1535.5,0,1095,1114.5,1412,1085.5,1169.5,1973,1584,1283,1210,2536,1031,1692,985,2218.5,2409.5,934,2893.5,1359,1457.5,1987,1828,0,1782.5,1197.5,2650,1003.5,1187.5,1803.5,1439,1030.5,879,0,2220.5,1616.5,911.5,1243.5,1285.5,784.5,1160.5,1903.5,1913.5,948.5,1088,0,1148,890.5,1226,1293.5,1797,1974.5,1624,2583,1428,1021.5,951.5,900.5,4186.5,1657,3072,1256,1181.5,2231.5,2136.5,1085.5,2366,1447,1024,888,1053.5,0,0,1580,963.5,0,0,2065,1401,0,1196,0,1460,2104,998,1751,954.5,1084.5,1029,1321,1177.5,0,0,2006.5,1290,1354,2231.5,1999,841.5,944,1526.5,1648,1356,978,0,0,938,844,2307,986,0,2061.5,821.5,1083.5,1963.5,1709.5,1009,2011,2527.5,853,1108.5,1577,2147.5,892,1154,0,974.5,765,1582.5,1136.5,1334,1832,3589,1421,1267,1178,1198,1183,1256.5,1710,1057.5,0,2247,3120.5,0,1306.5,858.5,1762.5,1712.5,1198,0,1039,0,0,860,1288.5,1185.5,1355.5,1679,1611,1585,0,1356,1108.5,948,2031,1333.5,1610.5,1166.5,1398.5,1133,1071,637.5,2210,1232.5,1201,1864,1598.5,0,1565.5,1097.5,1573.5,1940,1682,1470.5,1238.5,1362.5,982,889,2178.5,1818,1198,1158,1005,956,1275,0,838,1395.5,805,0,962,1595,936,1201,2234.5,1608,892.5,2410.5,1491,1644,941.5,1254.5,1462,921,1054,1848,0,1197,1386.5,1381.5,1256,908,0,1123,1157.5,1396.5,1103.5,0,985,884.5,1097,2486.5,0,1093.5,930.5,3066.5,2367,986.5,2044,1667,1983.5,1257,1017.5,1592,988,1198,826.5,1126.5,1263,1477,1941,1251,1294,1184,929.5,953.5,1295.5,1756.5,937,1010,1654,1288,1673.5,882.5,728.5,0,1294.5,1862,1725,1302.5,1573.5,1087.5,1297.5,1288.5,1273,890.5,1641.5,3333,2007,1714.5,2155,1959.5,1595,1171.5,2371,860.5,3196,0,1681.5,836,1394,989,2022.5,1092,802,1463.5,1072.5,2172,819.5,1983,1237,997.5,840,1430.5,1235,1351.5,988,2563.5,2487.5,998,1455,1422,968.5,1150.5,932.5,1794,2467.5,1689.5,1161.5,955,1062,852.5,1196.5,1448,1114.5,862,983,1469,917.5,1142,2652.5,1527.5,1763,0,1255.5,1821.5,1162.5,1258,2100.5,1445.5,0,1063.5,0,1418.5,0,1269,967.5,899,737.5,1372.5,1333.5,1476.5,0,1130,0,0,2115,2165,1201,1142.5,2068.5,840,923,1471,0,2066,1269,811,1158,966.5,1089.5,950.5,2097.5,1470.5,1346,1734.5,2158.5,982.5,0,1205.5,1120.5,0,1023,1122.5,1203.5,803,1801.5,980,1439.5,1125,893,1781,1029,1408.5,541,1281.5,1260.5,895,1200,0,985,843,1423.5,1209,2840.5,1283,1341.5,1481.5,1222.5,0,1494,0,1367.5,986,1956,980.5,0,1240,567,1132.5,2234.5,911.5,873,1755.5,1408,1130.5,1104.5,5039.5,1218.5,907.5,1009,1644.5,961.5,1227.5,794.5,851,2288.5,1288,822.5,914,1381.5,1569.5,1198,931.5,0,2093.5,882.5,2114,1053,1945.5,790.5,1831.5,1201,1270.5,966,1327,840,2350.5,924.5,0,1033.5,1957,777,1219.5,1675.5,1585.5,878.5,1486.5,2046.5,1183,0,1529.5,1519.5,0,946.5,1426,1266,1638.5,1390.5,1117,917.5,1216.5,1911,777.5,1085,1299.5,1427.5,1252.5,680.5,766,3231.5,2545,850.5,1806,0,814,888.5,1163,1325,1859,0,2316,1256,1223,0,2306,1898,8100,2032.5,1204,897.5,1921,1186.5,1946.5,951,986.5,940,1324,1003,1031,2095.5,3151,744,1650.5,1322,956,2629,922.5,0,2450,843,2479.5,1324,1513.5,2282.5,1253.5,823,0,1649,1009,0,665.5,2281,0,0,1529,1955.5,0,1044.5,0,1773.5,2087.5,1710,0,1576,1065.5,1166,1601.5,1360,777.5,1115.5,1272,0,1811.5,1127.5,823,2085.5,1824,1107,1419.5,1193,2086.5,5532.5,837.5,2042,988.5,0,1911,1141.5,1959.5,2284.5,1430.5,1469.5,2023,1602.5,1485,2475,981,1794,1060.5,1021,1382.5,1078,1491.5,946,0,1750,744,1728.5,1776,999.5,2567.5,1424.5,1159,972,884,0,2100.5,1005,1665,942.5,1622.5,0,1094,650,0,737,0,2699.5,2172.5,943.5,1155,1688.5,1548,1519.5,2084.5,1003.5,0,1259.5,1502.5,1731,4618.5,901,1983,979.5,0,1183.5,1078.5,8701,1861.5,1459.5,600,1208,1234,1159.5,4246,2611.5,1658.5,1268,1180.5,1142,905.5,941,3003.5,1696.5,2550.5,1066.5,825.5,1072.5,894,1982,1179.5,632.5,681,1621,1102.5,1054.5,1404,1016.5,1342.5,1922,1194.5,748,1187,1319.5,1267,1026.5,987.5,1675.5,860,1075,1205,907.5,1142,1250.5,2358.5,1240,1540.5,1752.5,1589.5,1209,1206.5,606,1214.5,1450.5,0,1201,1366.5,1980.5,1299.5,2626.5,1519,647.5,1344,1170.5,2062.5,845,2508,957,768,904,0,1054.5,1283,1794,982.5,799,1827.5,969.5,1161,2083.5,1444.5,790.5,2261.5,1245.5,1438,737,0,1631.5,1743.5,788,1119.5,1139.5,990,1172.5,919.5,1810.5,1518.5,769,973.5,992.5,922.5,0,0,0,1003.5,1669.5,0,2218.5,2801.5,2159,679.5,990,1971.5,1462,2701.5,846.5,1581.5,2050.5,860.5,1253,1111.5,1396.5,0,989.5,1116,2417,0,1092.5,1304.5,1714.5,1427.5,1011.5,0,3318.5,1917.5,949,0,1902,1544.5,1001.5,1836.5,1129.5,1208.5,0,1194,0,1962,1496,751.5,1103.5,2366.5,1362.5,883,1158,1634,718.5,1204.5,1128.5,1080,2749.5,2237,1209.5,1787.5,1396.5,875,1893.5,1429,1239,700,0,1854.5,1378,846.5,1152,1019,2490,1247,0,1216,0,878,848.5,1030.5,0,793,844,1198,1467,1004.5,1005,1064.5,1328.5,997,1079.5,1242.5,0,959.5,1670,1030,680.5,1094.5,1462.5,917.5,772,1222.5,0,1195,1638.5,1700,1024,659.5,2232,756,0,828,0,1178.5,1551.5,825,1108,856,1350.5,1582.5,1673.5,975,1043.5,2022.5,1562,1202,728.5,0,1107,0,2615,880.5,1991,1014.5,1029,1172,1439.5,2984.5,0,0,902,807,878.5,956.5,1194.5,996.5,1321.5,0,1101,1229,881.5,668,2359.5,1560.5,1619.5,1346,1227.5,1782,1661,0,1244,970.5,1043,735.5,1090.5,1256,1203.5,1189.5,1335,1520.5,824.5,1517,0,0,0,809,2431,0,881,1025.5,932,1030.5,1380.5,1036,0,1303,974,819,856,965,1245,1783.5,2049,1250.5,737,1890.5,0,1329.5,1216,1542,1033,0,6080.5,1353,915,2424,2370.5,2502.5,1311.5,0,0,1304,3358.5,0,931.5,1372.5,1404.5,0,1321,1372.5,0,1484.5,1496.5,1256,986,0,820.5,0,1548.5,0,996,1269,1703,838.5,1024.5,1199.5,1362,1907,1329,1016.5,1198,0,0,2933.5,1195.5,1134,1235,9432,0,951,979.5,1330,1515.5,1140.5,1424,971.5,1075.5,996,1435,1040,0,874.5,1414.5,1285,1556.5,997,1154,911.5,1159.5,974.5,1211,1172,1962,712,1031,1137.5,1432,780,1426.5,833.5,1089,1234.5,0,1167.5
